,Gene,Fold Change,Neg Log P-Value,p-values,Distance
0,A1BG,-0.08802527584558817,0.2778741123492345,0.5273827101276795,0.29148322679284117
1,A2M,0.07007584067933337,0.23492511814769054,0.5822035937301786,0.24515389979280702
2,A2M;PZP,-0.11224261623409504,0.30591555240601986,0.4944068139436536,0.3258569166105802
3,AAAS,1.9071604065684653,1.6991244060313144,0.019992890802978145,2.5542679114677185
4,AAMP,1.8803465518245481,0.584950374051684,0.2600456695093165,1.9692308384396364
5,AARS1,0.7153076065997404,0.824290940777897,0.14986805092335145,1.0913846833761043
6,AARS2,0.5215345126801125,0.2116107321888159,0.614312380331793,0.5628297699073577
7,AASDHPPT,-0.3408476900614055,0.20115531574858125,0.6292810942430079,0.3957784846023181
8,ABCA1,0.8557914024203157,0.29100596059748907,0.5116748128663814,0.9039155898422142
9,ABCB10,-0.601594111610801,0.1793049299129073,0.6617517067594277,0.6277465515762405
10,ABCB7,0.388037160888107,0.10718187306079466,0.7813005444338379,0.4025677485131204
11,ABCD3,0.7508355796127955,0.6181467279763854,0.24090913708625342,0.9725530550671228
12,ABCE1,-1.3304904048659232,1.6710330291767939,0.021328826959379845,2.13601406878327
13,ABCF1,0.028516009272149034,0.011474956998407984,0.9739239437112405,0.03073820786780846
14,ABHD10,2.3204282520370327,1.6616018512224886,0.02179707149906278,2.853998595801624
15,ABHD11,0.41491142193005714,1.938021562416651,0.011533959910968778,1.981938209036775
16,ABHD17B,0.24704265621788224,0.3487750444980626,0.44794527042058596,0.4274039139453596
17,ABI3BP,0.08545430570550394,0.04651213012703827,0.8984374982772008,0.09729242834138875
18,ABRACL,0.7299862972025579,0.8219693272383052,0.15067134765450707,1.099324141927254
19,ACAA1,0.349596822072165,0.048500510466431467,0.8943334807391683,0.35294509136473545
20,ACADM,2.006145766696388,0.7712771389768882,0.16932569272792186,2.1492997144051857
21,ACADS,-0.42567315353336355,0.16184174796507703,0.6889032792369065,0.45540134499519214
22,ACAN,0.9321510303476508,0.6332035112358788,0.2327000565160115,1.126877202724251
23,ACAT1,1.5665737568809934,1.1179663571481024,0.07621380471659078,1.924578424347324
24,ACAT2,0.35815662127509285,0.27884705892985506,0.5262025411621314,0.45390731172456383
25,ACBD3,-1.163491606443948,0.8358113908502318,0.1459447944293323,1.4325827722475646
26,ACE,0.23541643191018125,0.15872023351323294,0.6938726452196338,0.28392430142524994
27,ACHE,1.3627481860145512,0.5875445426465667,0.25849697031132873,1.484011862513138
28,ACLY,0.8578527733851935,2.083882797646883,0.008243605538534432,2.253548068076931
29,ACO1,-1.335592453627772,0.5163248171218402,0.3045616263121857,1.4319212684234262
30,ACO2,0.8710538453506231,0.3480321836148804,0.448712136658456,0.9380091696416668
31,ACOT7,0.7814964334576473,1.335118092987085,0.046225530823686564,1.5470219771317062
32,ACP1,0.5396426586133636,0.34945125161058266,0.44724835139779634,0.6429077509623772
33,ACP5,-1.2289183920532736,2.0759338391326785,0.008395878804572297,2.412414085264581
34,ACP7,-1.1972943650906487,1.4564191470827468,0.034960759023784545,1.8853833903657513
35,ACSL3;ACSL4,0.6688941325858231,0.5476906931267927,0.2833409246718527,0.8645139998550905
36,ACSL4,0.15256772145800568,0.04063545118909294,0.910677378723609,0.15788650836670232
37,ACTA2;ACTB;ACTG1;ACTG2,0.9636274111682042,2.105310166167167,0.007846750320997006,2.31536361794893
38,ACTA2;ACTB;ACTG1;ACTG2;POTEF,0.48985655581881105,0.7252275820525329,0.1882662265013969,0.875165407822105
39,ACTA2;ACTG2,0.9792332803696269,3.108768199381377,0.0007784519316163801,3.259346182115117
40,ACTB;ACTG1,0.8986252396948977,3.0651578887613735,0.000860680792810569,3.19416972067121
41,ACTB;ACTG1;ACTG2,0.6504679958591666,1.2805001985892572,0.052420336130663776,1.4362414045779937
42,ACTB;ACTG1;ACTG2;POTEJ,0.3155198872502929,0.20547168638796418,0.6230577660451476,0.3765254482203712
43,ACTB;ACTG1;POTEF,0.8330361824422035,1.8312740181245806,0.01474775729842722,2.0118433862296605
44,ACTB;ACTG1;POTEJ,0.12047523731646592,0.3921588607682344,0.40536023142982625,0.41024730941896287
45,ACTBL2,0.6587764938081833,0.49758166624040856,0.3179935665974283,0.8255749411003126
46,ACTG2,1.127596516341189,2.4671003277937524,0.0034111410063105796,2.712574041582059
47,ACTL6A,0.20187234089357275,0.11759281796331207,0.7627938484778964,0.23362472654752
48,ACTN1,0.7573327471520557,1.3914342696129622,0.040603711224083135,1.584185032299648
49,ACTN1;ACTN4,0.9972492795934507,1.7535229934947525,0.01763912372583893,2.0172627529314204
50,ACTN4,0.7076427176058253,2.684888204651062,0.0020659118909034475,2.7765775492960683
51,ACTR1A,2.179349004616464,2.993363457333179,0.0010153985588260178,3.7026729360855537
52,ACTR1A,1.1635998709407644,0.9567734339995863,0.1104654754179676,1.506446170183563
53,ACTR2,0.34906592743201514,0.536961185699124,0.2904282207949187,0.6404485433205247
54,ACTR3,0.5309017343498645,0.8027445575799911,0.157490891873098,0.9624216727921238
55,ADAM10,-1.4635850201421725,3.32748050683953,0.0004704565215334343,3.635135160428236
56,ADAM19,0.14754727844605142,0.09707557255095008,0.799695086174169,0.17661785346598288
