,Gene,Fold Change,Neg Log P-Value,p-values,Distance
46,ACTG2,-0.027917948025542927,0.13933542003387664,0.7255453782241934,0.14210478914510147
47,ACTL6A,-0.2527370769821857,0.8100356557306829,0.15486894657395964,0.848548050281501
48,ACTN1,0.28604382341448087,0.7469195029608449,0.17909377758867126,0.7998186124471287
49,ACTN1;ACTN4,0.3434569992800576,1.373103011116206,0.04235424933023286,1.4154061570767782
50,ACTN4,0.22802342752031635,1.0312491570683302,0.09305738470991029,1.0561578989205422
51,ACTR1A,-0.13295732627261359,0.20464801852831208,0.6242405570717565,0.24404602454685997
52,ACTR1A,-0.23164891841915392,0.4440652322034081,0.35969530389250665,0.5008544218199842
53,ACTR2,0.0017252762516442033,0.004661958490040915,0.9893228536179322,0.004970959173776429
54,ACTR3,-0.043945471323311835,0.105949892738327,0.783520037142406,0.11470215438731314
55,ADAM10,-0.08439326319694729,0.23714796405302144,0.579231318797862,0.2517168642096162
56,ADAM19,-1.0772061671427622,0.5469367051903958,0.28383326616838916,1.2081030113425455
57,ADAMTS1,0.21821414254486982,0.19633351091699874,0.6363066896166014,0.2935374925211225
58,ADAMTS13,0.5131030153726179,0.37289314064470874,0.42374721739511356,0.6342901534190386
59,ADAMTSL1,0.22252478424301358,0.3168026968078334,0.48216679981413024,0.38714497065972037
60,ADD1,-0.11750988679873586,0.2813618877478978,0.5231643139408484,0.30491488217617774
61,ADGRF5,0.5197038666976148,0.47991834534631156,0.33119338554573835,0.7073992700451377
62,ADGRG1,-0.13980034311537892,0.2665508610380674,0.5413138498942585,0.3009875370431686
63,ADH5,-0.03471423944129626,0.09201836522189481,0.8090616852701552,0.09834865509043664
64,ADK,-0.11879373016661177,0.25821444310485187,0.5518049053637597,0.28422992269436825
65,ADRM1,-0.597738274044346,1.2095959358059527,0.06171689439897349,1.3492269535462862
66,ADSL,-0.25450545544580905,0.7113732424661414,0.1943688913545422,0.7555295606053216
67,ADSS2,-0.4262029514735488,1.1790042892803299,0.06622099633971643,1.2536746268415022
68,AEBP1,0.37953471024651364,0.47026388118371915,0.33863833395703713,0.6043134238355791
69,AFM,0.661720303629572,0.9412426398041933,0.1144873123493633,1.1505700618481167
70,AFP,0.6807222414716065,0.760590862856296,0.17354381374590938,1.0207258352244313
71,AGK,-0.10941897051144522,0.2682698617449496,0.5391754857379067,0.2897261290053745
72,AGPAT1,-0.08202723943895762,0.08926198050271447,0.8142129762014281,0.12122775743716067
73,AGPS,-0.47307839001740604,1.037809645605143,0.09166221641741451,1.140549000969504
74,AGRN,-0.9463139695149394,2.3973707401954485,0.004005246594270524,2.577381732465021
75,AHCY,-0.24213896786124423,2.592251273471209,0.0025571059721602755,2.6035356622427916
76,AHCYL1;AHCYL2,0.2710959010159506,0.6292390419354148,0.2348339904968244,0.6851530919753984
77,AHNAK,0.009980846556707945,0.018067397043930466,0.9592517561509588,0.020640933455916576
78,AHNAK2,0.008205778700933308,0.013764058439468,0.9688040408358669,0.016024484666090855
79,AHSA1,-0.21106082437185236,1.3479437930857516,0.0448803470859651,1.3643676707189047
80,AHSG,0.331682186529072,0.22949884967612233,0.5895235385453927,0.40333955281297357
81,AIFM1,-0.19626521437334432,0.505012962920403,0.3125986060589029,0.541810047055847
82,AIMP1,-0.13956215347144862,0.28804329255042527,0.515177286686872,0.3200726996556846
83,AIMP2,0.11729979858303352,0.10396093204756197,0.7871165933820357,0.1567390128200954
84,AK1,-0.20518131257659533,0.669846015645331,0.21387202641888786,0.7005662393425617
85,AK2,0.2844995183701329,0.7538974244420238,0.17623922548351728,0.8057923445486154
86,AKAP2,0.12229832121469997,0.21763038230129378,0.6058562852629081,0.2496394653746503
87,AKAP8,0.6621997449748296,0.6732948295249568,0.21218035440388774,0.9443698585351875
88,AKR1A1,-0.02693493832494198,0.06397955682566694,0.863019170977403,0.06941811430871034
89,AKR1B1,-0.07802381124043123,0.1646157653833896,0.6845169941624237,0.18217042936009567
90,AKR1C1;AKR1C2,-0.06982063805338612,0.22571911694473598,0.5946766456314401,0.23627111810903453
91,AKR1C2,-0.20091817742038387,0.8153905364841155,0.15297112601175897,0.8397796383610301
92,AKR1C3,-0.17444364296646242,0.40480285746491645,0.3937287631318348,0.44079012918073845
93,AKR1E2,0.02131156333504336,0.0881431148604838,0.8163133239181607,0.09068291696395747
94,AKR7A2,-0.46318241795842496,0.41663863612923235,0.3831434132671813,0.622997355870344
95,ALB,0.625724798304681,0.7121651608006618,0.19401479052422727,0.9480035545669996
96,ALCAM,-0.25887724016619273,0.6168604991572705,0.2416236835429356,0.6689800452155666
97,ALDH16A1,0.12001638106988466,0.31463171254265077,0.48458312628714173,0.33674477911711265
98,ALDH18A1,-0.17989782409874522,0.27691883458909655,0.5285440222777704,0.33022305804659746
99,ALDH1A3,-0.29140021491560475,0.5306078151248041,0.2947081762425103,0.6053583556244838
100,ALDH4A1,-0.38726621030425434,1.2846318295371602,0.05192400349310706,1.3417354639061345
101,ALDH9A1,-0.36803201191719026,0.6654893282206832,0.21602831180682472,0.7604759087383578
102,ALDOA,-0.09825996387839453,0.45171387114723327,0.3534159362588265,0.46227745120025343
103,ALDOA;ALDOB;ALDOC,0.5348408763827592,0.728653380667959,0.18678698813362843,0.903875274697081
