,Gene,Fold Change,Neg Log P-Value,p-values,Distance
111,ALYREF,0.10514983160974367,0.06138121259013547,0.8681980127069729,0.12175442639425006
112,AMBP,-0.9703366539186966,0.8651103814380605,0.13642363545889527,1.2999881514883276
113,AMDHD2,-0.15677603833729847,0.18240952989430295,0.6570379731631949,0.24052434968833963
114,AMOT,0.8271659927215786,0.4075410268129897,0.3912541644890012,0.9221134789443546
115,AMY1A;AMY2B,0.16653687831233555,0.07255441232960551,0.8461465492947553,0.1816553731286583
116,ANGPTL3,0.016692819972426776,0.011156416823130491,0.9746385457093739,0.020077745763986535
117,ANGPTL4,-0.22664724768545952,1.3375849798585608,0.045963704100885384,1.3566512275550486
118,ANLN,-0.080567762110892,0.0517908651911132,0.8875833255089758,0.09577817083658126
119,ANP32A,0.3713044827780472,0.9563743407812053,0.11056703389150943,1.0259234370243027
120,ANP32A;ANP32B,-0.6324761901905767,0.6826094994932712,0.20767800370575595,0.9305814633638695
121,ANP32B,0.3586208766624104,0.6684286491843485,0.21457116086613226,0.7585550686855428
122,ANP32E,0.7116388639795339,1.26666324627822,0.0541173788671272,1.4528818438531608
123,ANPEP,-0.7692893983278779,0.4569772498995904,0.34915860533860377,0.894781752890313
124,ANXA1,0.6798906926354302,1.1870623143645822,0.06500364137440724,1.3679796387800818
125,ANXA11,-0.7392242186301914,1.7669013730987093,0.01710403698250803,1.915304912453242
126,ANXA2,0.3378972646645231,1.6794394084488138,0.020919947559994566,1.7130940686718485
127,ANXA3,-0.5137924973580148,0.7567740844232763,0.17507571778854053,0.9147074642726349
128,ANXA5,0.38827243784534815,0.7546405407421222,0.17593792242052453,0.8486682695387711
129,ANXA6,0.02344912874995586,0.030712807538234452,0.9317238068456112,0.03864114628233274
130,ANXA7,-0.21785953179280781,0.18180631052782442,0.6579512092818748,0.28375396057274893
131,AOC2;AOC3,-0.7834364702655243,0.44860356708669985,0.355956094341341,0.9027833978009425
132,AOC3,-0.015567944142102164,0.008157417743831965,0.9813921555363362,0.01757567492470766
133,AP1B1,0.2431892675701981,0.19785946402206545,0.6340748621815474,0.3135113831496847
134,AP1B1;AP2B1,-0.846259905982599,0.16404856506227772,0.6854115758883762,0.8620137818925343
135,AP1G1,0.29090926574420095,0.4658543215948624,0.3420941742875518,0.5492253179201043
136,AP1M1,1.8326034602679435,1.5759619185962934,0.026548383430550843,2.4170418720931894
137,AP1M1;AP1M2,0.3462481665330266,1.0037397858004888,0.09914257949381368,1.061782157707641
138,AP2A1,0.3019100722511947,0.37690228389645886,0.4198534402386149,0.48291305980796223
139,AP2A1,0.022327178089913247,0.058940750394738325,0.8730904736024889,0.06302789016422451
140,AP2A1;AP2A2,-1.230115721698816,0.2917328789142078,0.5108190923749896,1.2642360386455413
141,AP2A2,-0.27734001278179576,0.240623339033491,0.57461460591544,0.3671744462478741
142,AP2B1,-0.3906503472831968,0.48531867303002324,0.3271005896202677,0.6230103596442879
143,AP2M1,-1.231700676395313,0.6296149216293747,0.23463083078643598,1.3832937163780639
144,AP3D1,-0.07333241785010003,0.07153238687481278,0.8481401312861072,0.10244279320552303
145,APC2,0.4634699611324713,0.15473687067765612,0.7002661431074447,0.48861836234350436
146,APEH,0.2577740118318843,0.23170082536046632,0.5865420795878582,0.34660166423233707
147,APEX1,-0.10023591936094434,0.20057648993692573,0.6301203565286342,0.2242279372548198
148,API5,0.3557755898909498,0.22215663764646235,0.5995747877094071,0.41943991466315517
149,APIP,0.049869861881319366,0.03803321080413304,0.9161504287763084,0.06271784632888389
150,APLP2,-0.7521336351353796,1.0546069307418124,0.08818466496514275,1.295338096201384
151,APLP2;APP,-0.31968206118826714,0.19257479424334123,0.6418376746343385,0.37320459753792445
152,APMAP,0.41640519159578915,0.2733011790175191,0.5329651611208017,0.49808314370222556
153,APOA1,-0.14279061715565433,0.09673961266790278,0.8003139506134682,0.17247525331718896
154,APOA4,0.2332906062053084,0.19052828300230631,0.6448693220182868,0.30120679535403444
155,APOB,0.09660810765433325,0.06798369524683041,0.8550988153266613,0.1181308989382759
156,APOC3,0.08103415950250081,0.09433819328343959,0.8047515219838953,0.1243632973117887
157,APOE,-0.6678049503997556,0.3618715833081236,0.43463872365344985,0.759548875704749
158,APOH,0.18349297154120947,0.09969291050621348,0.7948901025981854,0.20882611668616308
159,APOL2,-0.7465590054953104,1.5046304288969556,0.03128740695677254,1.6796615957533778
160,APOM,0.17158800678106445,0.12366108671206284,0.7522096719244453,0.21150533902931848
161,APOO,-0.043078001205309135,0.059346369985363405,0.8722754108126486,0.07333284269878168
162,APP,-0.4051444369335613,0.19175235761406878,0.6430542937115439,0.44823094653176965
163,APRT,-0.4956119927861167,0.5054333619385585,0.31229615560801255,0.7078800256780379
164,ARCN1,-0.2548338893315609,0.7246652915880185,0.18851013672306524,0.7681667110622525
165,ARF1;ARF3,0.044279460692692396,0.04920952387157378,0.8928746155343401,0.06619854891840667
166,ARF4,-0.024299975712956723,0.02319283806444447,0.9479974342753161,0.03359161438713286
167,ARF6,-1.7681386256742435,0.804550006704418,0.15683752971921386,1.942579448282433
168,ARG1,-0.26783511642813806,0.21447753356830124,0.6102706256589515,0.343127180499616
169,ARHGAP1,0.6720792050141071,0.6400972220160409,0.2290354872032014,0.9281244051553903
170,ARHGAP29,0.1833515317752088,0.10964611373974914,0.7768799018755271,0.21363533055781153
171,ARHGAP31,0.1222838363955816,0.1671026113481803,0.6806085313912364,0.20706670269022578
172,ARHGDIA,0.7914867621363051,1.1508548922178543,0.07065535906448767,1.396752761793862
173,ARHGDIB,-0.2122597936803139,1.1579847818625753,0.06950486724017996,1.177277781595544
174,ARHGEF1,0.18005803961678168,0.4114770619483617,0.3877242263286211,0.44914838321015293
175,ARL1,0.003692870029691875,0.002721438691551675,0.9937532484259223,0.004587321397947932
176,ARL3,0.2442970475255315,0.18918855903130447,0.6468617047452083,0.30898763453904293
177,ARL8B,-0.7889017472725861,0.7816047889340099,0.16534657794224233,1.110527808267005
178,ARMC8,-0.26863146006943595,0.27566208120336244,0.5300757283929618,0.3849057603523311
179,ARMC9,-0.7801949751086035,0.6530260888118073,0.2223176336637725,1.0174218750614519
180,ARPC1A,-0.48916621086072354,0.4306669048266875,0.3709651355312675,0.6517342746555815
181,ARPC1A;ARPC1B,-0.5913733728576744,0.3871653978401911,0.4100479095334355,0.7068376839203011
182,ARPC1B,0.3100815735689615,0.59824123839369,0.2522079438984407,0.6738272490644907
183,ARPC2,-0.06273338347859436,0.11569897668740826,0.7661274502104511,0.13161204583618408
184,ARPC3,0.5226025470797566,0.3205459449469645,0.47802879178034596,0.6130767692843953
185,ARPC4,-0.13266055840005464,0.28154246451096965,0.522946830908597,0.3112313979628741
186,ARPC5,0.2605730147673704,0.32937349535306404,0.46841037369063676,0.4199823751850203
187,ARPC5L,0.3326976829382424,0.25391802758838233,0.557290926805858,0.41852373047038777
188,ARRB1,-0.1323290894034237,0.1018536801770201,0.7909450634554994,0.16698850280166597
189,ARSA,-0.4222432973032646,0.1920175451036473,0.6426617538398963,0.46385357575981273
190,ARSB,-1.1388715355043288,0.43623109580978414,0.36624263857306455,1.2195597334011126
191,ASAH1,-0.6825063197239309,0.41038591424779775,0.3886995928767069,0.7963865111088368
192,ASCC2,0.3233169505403879,0.37629611928924717,0.42043985797541455,0.496117546453341
193,ASL,-0.1935769195164454,0.1459024220515802,0.71465687823871,0.24240367268256027
194,ASNS,-0.6792171014448876,0.43970175952223783,0.36332747484416944,0.8091189703758939
195,ASPH,-0.3865421509192899,0.45939337070414915,0.3472215163007847,0.6003807987304648
196,ASPN,0.34889706686340816,0.15418631033943833,0.7011544418541026,0.381448006367813
197,ASS1,0.2057863184618718,0.10338246590877978,0.7881657056460162,0.23029533890956397
198,ATAD1,-0.07490241517447771,0.019215608854980876,0.956718982834303,0.07732794722891231
199,ATAD3A;ATAD3C,-0.28538773026183506,0.1476430149500852,0.7117983632870267,0.3213170030476959
200,ATG7,-0.04682557333444137,0.037225271727822015,0.9178563741621069,0.059819354504285084
201,ATIC,0.09513822859157273,0.3160184378563489,0.48303829434255136,0.3300286890631016
202,ATP11B,-0.4097906059114713,0.36551212420906887,0.43101052530626105,0.5491151551697664
203,ATP12A,-0.4600268879977918,0.3549048226911263,0.44166722982278417,0.5810182190347843
204,ATP12A;ATP1A1,-0.23964605267920192,0.21495500098342898,0.6096000571077796,0.32192527551049605
205,ATP13A1,-0.5492708485536077,1.0066204698050318,0.09848714094818356,1.1467271843386742
206,ATP1A1,0.04998366352429784,0.03481633623688683,0.922961666453205,0.060914233872471725
207,ATP1B1,0.08936749905034347,0.061585518575629,0.8677896807055945,0.1085326033261079
208,ATP1B3,0.06324160642592958,0.04578153873512441,0.8999501657085485,0.07807336339807498
209,ATP2A2,-1.0839877029964633,0.7687898561709775,0.1702982338021716,1.3289346045607138
210,ATP2B4,0.8402133567545444,0.7065605619434501,0.19653478956162712,1.0978097797717887
211,ATP2C1,-0.028541147918147658,0.04654652178138363,0.8983663540886839,0.054600144820599196
212,ATP5F1A,-0.05892532698071662,0.03923790379672743,0.9136126330902451,0.07079411878218138
213,ATP5F1B,-0.3207184772620941,0.13339850258256233,0.7355318739261011,0.3473550088145934
214,ATP5F1D,1.0277425841724437,0.6146344772429891,0.24286533045094533,1.1975100667373177
215,ATP5IF1,0.04415767174429064,0.016561918130196078,0.96258276606724,0.047161394233290445
216,ATP6AP2,-0.8503117415273849,0.5797081188723033,0.2632036339558932,1.0291217424900703
217,ATP6V1A,0.4283504132290865,0.7233066864801422,0.18910077708263767,0.8406287166284601
218,ATP6V1B2,-0.28595414460454904,0.3894896122731882,0.4078593170886229,0.48318933233799544
219,ATP6V1C1,-0.40945636356115855,0.24631496248104984,0.5671331554339619,0.4778342541119971
220,ATP6V1E1,0.9515850112238127,1.0928274225422334,0.08075558684312974,1.4490637698342075
221,ATP6V1F,-0.09939294448844294,0.1045263540280106,0.7860924877282461,0.14423840022848183
222,ATP6V1G1,0.869649086491556,1.124983048501409,0.0749923479975422,1.4219269999022879
223,ATP6V1H,0.19860614821113387,0.20450435921800925,0.6244470823799362,0.2850726837956093
224,ATPAF2,-1.0153051358185348,0.7868233598083691,0.16337162926927612,1.2844981581768125
225,ATRN,1.2263308954990606,1.647878110415475,0.022496859166541573,2.0541153161499976
226,ATXN10,-0.479780280239833,0.7903489067915844,0.1620507678517831,0.9245758550674278
227,ATXN2L,-0.2099456508496793,0.19077074340393876,0.6445094011719626,0.283673496910774
228,AURKAIP1,-0.12666795214338578,0.05897495732762982,0.8730217078862857,0.13972406983764402
229,AXL,-0.6896542157906893,0.9813684426101482,0.10438342852992402,1.1994611112949591
230,AZGP1,-1.0930257952493,0.6182767618925,0.2408370162776346,1.255775275826308
231,B2M,0.05981486189321927,0.02454325123582629,0.9450542701291905,0.06465438024240727
232,B3GAT3,-1.3190283333364903,0.5464096596624444,0.2841779259952919,1.4277252047634614
233,B4GALT1,0.10268030671918993,0.07867495974927925,0.8343053725451358,0.12935607708761745
234,B4GALT4,-0.9751890731840049,0.36536158043358175,0.4311599566294449,1.0413850454632056
235,B4GALT5,-1.1482574847919906,0.3514052216952083,0.44524061945458704,1.2008250835219454
236,B4GAT1,-0.38101437537552485,0.2786430065912516,0.5264498343974456,0.4720316508085169
237,BABAM1,0.2520182288164996,1.4693179776794245,0.03393766999387848,1.4907744655673976
238,BAG2,0.04527329546480985,0.04800479643697863,0.8953548770128178,0.06598584517303487
239,BAG6,-0.04421809377133812,0.017591567752021912,0.9603033242474639,0.04758889652791739
240,BANF1,1.0500176634937155,0.5639415248884254,0.27293452478128283,1.191875470484347
241,BASP1,0.04638533578408044,0.0466302839157879,0.8981931033791473,0.06577220350473961
242,BAX,-0.075458991630029,0.12003126732151322,0.7585229626955748,0.14177998643189862
243,BCAP31,-0.7942324494523376,0.5804449363948923,0.2627574651957015,0.9837283710199327
244,BCAT1,-0.6536402375135282,0.652095870746384,0.22279432752748946,0.9232955023941286
245,BCHE,-0.6492668437949014,0.4127909146617352,0.38655303311210104,0.7693788232585199
