Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_DMSO_20240304160237.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_Torin1.mzML
Q9BZM5	Q6H3X3;Q9BZM5;Q5VY80	ULBP2_HUMAN	ULBP2	UL16-binding protein 2			216247	224883	505550	337976			177100	202807	543352	389904	761689	54356.3	253597	259132	495882	353126
Q9BZP6	Q9BZP6	CHIA_HUMAN	CHIA	Acidic mammalian chitinase	1.58325e+06	1.91407e+06	2.27902e+06	1.7592e+06	558039	2.04853e+06	1.85074e+06	2.18649e+06	1.24873e+06	1.3911e+06	549311	524090		2.22127e+06	835637	1.60178e+06	543808	911036
Q9BZQ8	Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	308840	237227	338879	305183	256508	231716	278315	309438	238011	313141	249898	265479			232349	207846	290793	245595
Q9BZZ5	Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	42329.2	99654.9	110692	118448	76649.8	127011			134300		122740	133731			168066	141306	76296.2	57501.5
Q9C0B2	Q9C0B2	CFA74_HUMAN	CFAP74	Cilia- and flagella-associated protein 74	6.56517e+08	3.63039e+08	3.73382e+08	3.40281e+08	1.28101e+08	8.08175e+06	6.77624e+08	7.68364e+08	1.29944e+07	7.32661e+08	8.52931e+07	5.74679e+07	3.68153e+08	2.5697e+06	2.18366e+08	1.83143e+08	7.40381e+07	431409
Q9C0G6	Q9C0G6	DYH6_HUMAN	DNAH6	Dynein heavy chain 6, axonemal	603700	469656	617995	415781	172289	416387	204660	737989	403980	703946	76530.8	96538.9		569966	263243	299387	102730	243041
Q9C0H2	Q9C0H2	TTYH3_HUMAN	TTYH3	Protein tweety homolog 3				79057.4	105319				31133.9		125599	117832			42696.2		172663	95819.3
Q9GZM7	Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	399239	364600	3.1362e+06	2.99371e+06	3.05928e+06	3.65075e+06	968392	912263	1.84593e+06	952301	4.60274e+06	5.66558e+06	1.69857e+06	2.48973e+06	3.72673e+06	6.49306e+06	5.21182e+06	3.34095e+06
Q9GZP8	Q9GZP8	IMUP_HUMAN	IMUP	Immortalization up-regulated protein	1.98093e+06	2.13883e+06	1.79376e+06	1.90197e+06	2.9883e+06	2.99845e+06	2.73421e+06	1.95999e+06	3.11269e+06	1.85733e+06	3.95761e+06	3.6457e+06	2.17917e+06	2.33311e+06	2.57625e+06	2.88403e+06	3.06107e+06	2.77154e+06
Q9GZZ1	Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	658892	564623	388027	508267	424229	345306		444581	574279	505625	353612	502346			545349	505469	452520	391469
Q9H013	Q9H013	ADA19_HUMAN	ADAM19	Disintegrin and metalloproteinase domain-containing protein 19			271203	267639	389343	69577.5			261408		425115	557911			376865	557773	467041	212002
Q9H173	Q9H173	SIL1_HUMAN	SIL1	Nucleotide exchange factor SIL1					242050	155082			86591.2		300768	267727			143808	177870	317897	323725
Q9H1B5	Q9H1B5	XYLT2_HUMAN	XYLT2	Xylosyltransferase 2	187899		355176	203586	1.15951e+06	828209			342637		932632	1.14165e+06		73450.1	522948	786478	945657	954666
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	437806	443871	709582	535447	550673	1.11415e+06	556772	493690	683347	598268	492054	657458	223589	272540	409434	600792	499615	799275
Q9H1J7	Q9H1J7	WNT5B_HUMAN	WNT5B	Protein Wnt-5b			78926	138894	136414				80236.1	76818.1	155388	158858		135966	133812	229375	164997	71339.1
Q9H254	Q9H254	SPTN4_HUMAN	SPTBN4	Spectrin beta chain, non-erythrocytic 4	1.24137e+06	1.01023e+06	1.90432e+06	1.62433e+06	442045	2.42011e+06		2.21566e+06	910217	1.53741e+06	566298	657814		1.58693e+06	186019	1.63039e+06	759844	840938
Q9H299	Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	1.64588e+06	2.02027e+06	2.01465e+06	1.49432e+06	2.59541e+06	1.90914e+06	2.23395e+06	1.94188e+06	1.60808e+06	2.10198e+06	2.39052e+06	2.27584e+06	1.24215e+06	1.45656e+06	1.44766e+06	2.10869e+06	2.51561e+06	1.55124e+06
Q9H2G4	Q9H2G4	TSYL2_HUMAN	TSPYL2	Testis-specific Y-encoded-like protein 2	1.58453e+06	2.04035e+06	4.14478e+06	4.37878e+06	711332	2.6491e+06	1.81773e+06	3.18607e+06	717672	3.81787e+06	2.63405e+06	751994		6.67878e+07	873128	3.28162e+06	3.28037e+06	1.51432e+06
Q9H2U2	Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial		336834	337327		359208	326870		286496	274785		356567	335314			375599	225699	396741	290751
Q9H2W6	Q9H2W6	RM46_HUMAN	MRPL46	39S ribosomal protein L46, mitochondrial	2.5033e+06	1.70982e+06	5.03884e+06	4.76896e+06	1.58407e+06	3.33741e+06	2.33523e+06	4.94341e+06	1.95093e+06	4.19745e+06	1.64875e+06	1.18466e+06	2.65752e+06	5.59127e+06	1.46608e+06	2.65231e+06	1.48152e+06	1.59486e+06
Q9H3G5	Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL		218583	849365	657795	2.43095e+06	821547		488829	928626	306129	2.92979e+06	1.54491e+06		750568	1.6013e+06	1.04712e+06	2.93481e+06	975533
Q9H3H3	Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	156941	374830	107952	268686	519995	474937		267446	368606	272436	817706	595995			513796	498841	653226	490486
Q9H3T3	Q9H3T3	SEM6B_HUMAN	SEMA6B	Semaphorin-6B			145963		323518	227471			121359		404724	367764			316657	307126	350140	260462
Q9H3U1	Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	364326	419006	285924	350918	502471	319409		251881	609502	281287	394860	405926			590609	598514	359725	429797
Q9H444	Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	46939.1	138056		80793.1	125738	103793		89094.1	80945.3		222689	144159			109158	164628	161626	155408
Q9H4A4	Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	493254	577413	618898	602129	654400	577828		666826	643423	775129	887820	735435		195988	573492	590863	906094	639452
Q9H4I9	Q9H4I9	EMRE_HUMAN	SMDT1	Essential MCU regulator, mitochondrial	820700	463479	819611	1.0209e+06	373245	1.02644e+06	2.32888e+06	1.03578e+06	353741	881586	247472	400702			363113	856929	240259	365406
Q9H4M9	Q9H4M9;Q9NZN3	EHD1_HUMAN	EHD1	EH domain-containing protein 1	314506	383303	418256	376801	370633	350535			305866	327107	347198	360102		476977	280383	355551	431617	366804
Q9H5V8	Q9H5V8	CDCP1_HUMAN	CDCP1	CUB domain-containing protein 1	136644	419975	682079	486670	1.43362e+06	1.47895e+06		326371	697530	579466	1.08139e+06	1.26689e+06		471286	579031	486087	1.21282e+06	1.40324e+06
Q9H6B4	Q9H6B4	CLMP_HUMAN	CLMP	CXADR-like membrane protein			146123		254160	238952					275260	269643			102631	168227	175671	274325
Q9H6S3	Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2				102448	103627			69050.2			76564	85768.9			115505	95997.6	69149.3	86137.8
Q9H832	Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	52081.3	126784		87394.4	280348	119329			174544		381526	216090			266725	171121	293092	218674
Q9H8M9	Q9H8M9	EVA1A_HUMAN	EVA1A	Protein eva-1 homolog A			383949		184821	362504					224680	252370				255764	245130	255793
Q9H910	Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2		33593.9	42082.5	94194.7	178242	172750		88552.5	198765		269879	365157			54757.4	224350	270443	337159
Q9HAV0	Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4			89613.9	82763.5	212296				54756.6		185244	184211			62757		146408	150710
Q9HAY2	Q9HAY2	MAGF1_HUMAN	MAGEF1	Melanoma-associated antigen F1	357245	381008	348120	596359	552571	629954	695588	258374	430930	595176	617177	909585			430515	651842	754848	882950
Q9HB40	Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase					144586	117617				274248	101936				160997	68151.2	255950	99564.1
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	1.50974e+06	1.74107e+06	1.71026e+06	1.61387e+06	1.71603e+06	1.97696e+06	3.919e+06	1.49367e+06	1.8195e+06	1.48967e+06	1.80731e+06	2.11685e+06	6.99205e+06	1.06462e+06	1.98738e+06	1.72911e+06	1.8931e+06	1.993e+06
Q9HB90;Q9NQL2	Q9HB90;Q9NQL2	RRAGC_HUMAN;RRAGD_HUMAN	RRAGC;RRAGD	Ras-related GTP-binding protein C	60662.6	156149		56668.8	46743.8	75578.2		89631.9	91555	39050.1	73986.8	62977.2			98324.5	189884	61598.3	40712.7
Q9HBH0	Q9HBH0	RHOF_HUMAN	RHOF	Rho-related GTP-binding protein RhoF	981224	959849	912138	843515	264103	660233	664252	1.21309e+06	536860	1.39579e+06	136552	229255		1.4061e+06	564603	430120	218176	492771
Q9HC38	Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	391614	328152	316407	386663	387814	288775		345203	336544	461250	481509	410808		287539	275524	372558	507093	305359
Q9HD42	Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	121540	173246			259532	151908			158970		243123	209092			79154.6	251563	229287	
Q9NPD8	Q9NPD8	UBE2T_HUMAN	UBE2T	Ubiquitin-conjugating enzyme E2 T		47777.4			126427					72089	245989	117483			171705		148417	89600.6
Q9NPF2	Q9NPF2	CHSTB_HUMAN	CHST11	Carbohydrate sulfotransferase 11			261526	499483	474258	320596			203848		390940	431998		508293	367713	409669	352214	325457
Q9NPH3	Q9NPH3	IL1AP_HUMAN	IL1RAP	Interleukin-1 receptor accessory protein	1.68323e+06	1.57557e+06	1.53179e+06	1.52535e+06	1.00729e+06	1.27609e+06	412939	2.80134e+06	1.11738e+06	1.54912e+06	866453	932194		3.3286e+06	881230	998555	878886	862319
Q9NPQ8	Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	83199.2	109864		157418	218814				235884	46339.9	264304	256704			317851	129514	221429	232899
Q9NPR2	Q9NPR2	SEM4B_HUMAN	SEMA4B	Semaphorin-4B		102178	692147	852757	1.22613e+06	1.1287e+06		413047	527339	537301	1.44784e+06	1.23791e+06		700271	729882	907610	1.54124e+06	981194
Q9NQ30	Q9NQ30	ESM1_HUMAN	ESM1	Endothelial cell-specific molecule 1	2.51495e+06	2.86959e+06	1.92924e+07	1.32614e+07	1.21894e+07	5.31629e+07	4.83826e+06	3.69506e+06	7.06244e+06	1.3805e+07	1.37379e+07	2.48875e+07	3.89921e+06	1.36798e+07	1.36001e+07	2.78655e+07	1.47515e+07	2.24961e+07
Q9NQ55	Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	1.46038e+06	777675	1.30823e+06	1.27666e+06	374569	145143	2.11425e+06	1.8155e+06	876234	2.34684e+06	110158	92632.1		1.05607e+06	614388	541724	202267	639895
Q9NQ75	Q9NQ75	CASS4_HUMAN	CASS4	Cas scaffolding protein family member 4	468185	459136	332169	462634	200523		734964	508229	219551	816098	95628.4		740688	646859	299400	215158	105112	
Q9NQ88	Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	267770	301265	206328	419563	451656	218769	188634	262302	340515	188740	421563	442196			316767	279618	420376	323915
Q9NR30	Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2			75710.8	139378	206894	247837			177847	383240	266246	223539			232106	137014	207699	469146
Q9NR31;Q9Y6B6	Q9Y6B6;Q9NR31	SAR1A_HUMAN;SAR1B_HUMAN	SAR1A;SAR1B	GTP-binding protein SAR1a		527737	490132		402432						508656	268037			154184	473270	427833	248722
Q9NR45	Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	2.10609e+06	1.85647e+06	1.11749e+06	1.18399e+06	1.34024e+06	972108		1.19203e+06	1.31848e+06	1.36313e+06	1.3527e+06	1.13385e+06		888909	1.20356e+06	1.38193e+06	1.45813e+06	1.0989e+06
Q9NRN5	Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	905388	715333	1.07857e+06	828663	923490	596011	2.09267e+06	854495	639704	1.25704e+06	548328	585571	742721	1.37468e+06	507597	1.03314e+06	630273	701356
Q9NRN7	Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	89992.5	66185.4	42475.5	128394	73587.5	102534		48564.4	75422.2	44142.7	104044	68301.7		69724.7	103660	80382.9	86141.1	109258
Q9NRV9	Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	548725	1.12616e+06	1.12095e+06	1.19672e+06	2.33315e+06	1.71215e+06		699260	1.02496e+06	951467	2.10127e+06	1.86364e+06	1.23538e+06	343830	1.13403e+06	1.14231e+06	2.56268e+06	1.80203e+06
Q9NRW7	Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45		118674	284392	129557	62610.8	128169	326555	108363	145690		29695.6	40620.2				162530	25446.5	45738.5
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	410001	576457	369686	311131	311146	137526		315599	348633	133311	277353	178973			467056	309122	323686	182525
Q9NTJ3	Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4			161992		130898	81599.3			126469		65350.9	88930.7			142948	176499		130319
Q9NTJ4	Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	564735	557236		537100	694254	262710		403703		258683	687689	440674			281240	493144	924675	179086
Q9NTK5	Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	1.55619e+06	1.36129e+06	1.27242e+06	1.47792e+06	1.79166e+06	1.09517e+06	1.46086e+06	1.37079e+06	1.60246e+06	1.69866e+06	1.59181e+06	1.38669e+06	2.05132e+06	1.39669e+06	1.66369e+06	1.59614e+06	1.59474e+06	1.30466e+06
Q9NTU7	Q9NTU7	CBLN4_HUMAN	CBLN4	Cerebellin-4	5.21469e+06	3.98646e+06	6.02401e+06	3.22914e+06	1.54746e+06	2.66524e+06	4.18094e+06	4.40221e+06	2.36789e+06	5.33321e+06	676987	890005	1.80714e+06	7.44249e+06	2.13289e+06	2.91977e+06	608189	1.25333e+06
Q9NU22	Q9NU22	MDN1_HUMAN	MDN1	Midasin	1.04552e+06	448688	691326	828388	369193	1.55835e+06	1.45855e+06	579642	1.09543e+06	2.26315e+06	629162	488489	181839	614698	217417	1.032e+06	617620	762688
Q9NUQ9	Q9H0Q0;Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	488066	316358	355223	271067	476681	361064	131116	243616	339907	261979	554734	522830		846051	383638	392516	529932	485797
Q9NUU7;Q9UMR2	Q9UMR2;Q9NUU7	DD19A_HUMAN;DD19B_HUMAN	DDX19A;DDX19B	ATP-dependent RNA helicase DDX19A		79079.4			164726	197482			145375		166788	192235			161248	112081	165704	142994
Q9NVA2	Q9NVA2;Q14141;Q92599	SEP11_HUMAN	SEPTIN11	Septin-11	1.18126e+06	1.13076e+06	1.3101e+06	1.05792e+06	1.01209e+06	1.21867e+06		817011	1.42051e+06	1.06111e+06	791212	816581		724649	1.33402e+06	1.37425e+06	791785	1.08318e+06
Q9NWT8	Q9NWT8	AKIP_HUMAN	AURKAIP1	Aurora kinase A-interacting protein	1.85996e+06	3.1561e+06	3.81954e+06	1.00046e+06	229058	1.01121e+06		2.03972e+06	1.03885e+06	2.06461e+06	245128	228837		2.68061e+06	668488	1.18006e+06	128044	563001
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein		424586	221822	580158	513334	963923			291414		586167	476921			426896	295011	601557	578233
Q9NWV8	Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	479138	488429		524390	416676	391152		590394	591452	914406	465446	342756			616372	459737	393125	411258
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	153113	213722	245890	150898	241445	176702	472653	159908	250570	116973	277712	284910		83582.8	173789	157050	265997	284179
Q9NYB0	Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	5.11842e+07	2.34268e+06	3.77175e+06		1.05433e+06	1.72638e+06	2.38498e+07	1.20839e+08	2.10157e+06	1.00404e+07	664772	442339	3.94181e+06	3.45886e+06	1.3711e+06	1.92147e+06	453286	2.3097e+07
Q9NYF3	Q9NYF3	FA53C_HUMAN	FAM53C	Protein FAM53C	1.14375e+07	4.62544e+06	1.92119e+06	7.53323e+06	4.66474e+06	4.2996e+06	7.12334e+06	7.23597e+06	3.20301e+06	1.38974e+07	2.63847e+06	2.55994e+06	3.87164e+06	1.51886e+07	3.74665e+06	2.23435e+06	1.40361e+06	2.90315e+06
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	318734	474825	420923	499782	583478	414240		211873	427714	586539	631005	659260			607247	557054	619053	491619
Q9NZR1	Q9NZR1	TMOD2_HUMAN	TMOD2	Tropomodulin-2	7.52442e+06	4.50571e+06	5.58829e+06	3.01964e+06	656961	2.65638e+06	1.09978e+07	6.2753e+06	2.07955e+06	5.4372e+06	580350	935759	1.15079e+06	7.80273e+06	2.02675e+06	2.74362e+06	734600	1.57075e+06
Q9P0J7	Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1		18840.9		41232.2	31507.6				44044.6			26349.6			66043.8			23766.6
Q9P1F3	Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL				84652.9	31572.2				67797.7		107760	55653.2			20479.5	86145.1	149348	34991.7
Q9P258	Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	575555	606021	513675	584606	552073	546076	604236	411864	785731	697300	536112	749068		275148	766800	756714	655172	637805
Q9P267	Q9P267	MBD5_HUMAN	MBD5	Methyl-CpG-binding domain protein 5	5.1018e+06	4.74288e+06	5.77905e+06	6.38666e+06	2.44604e+06	5.22004e+06	1.87057e+06	7.44403e+06	4.69606e+06	6.02701e+06	1.89338e+06	1.73155e+06			2.98225e+06	3.72046e+06	1.58391e+06	2.18304e+06
Q9P2H3	Q9P2H3	IFT80_HUMAN	IFT80	Intraflagellar transport protein 80 homolog	1.01323e+06	827532	584039	748595	246667	778597	962680	1.22102e+06	525451	1.2506e+06		399189		1.76963e+06	424163	508561	330366	419622
Q9P2J5	Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	648104	641290	370827	668590	628224	1.15702e+06		975629	637609	644063	591024	620561		1.03786e+06	566597	557866	590582	765696
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	74416.6	212687	51076.4		213139	28038.9			84402.3		214569	119989			140667	174903	191576	136438
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	365313	359188	502250	848220	1.81251e+06	1.48906e+06		73003.2	605663	159101	2.22708e+06	2.55914e+06			696831	883997	2.40193e+06	2.01406e+06
Q9UBP4	Q9UBP4	DKK3_HUMAN	DKK3	Dickkopf-related protein 3			354857	315656	382879	219540			621396	307228	139913	300562		86021.7	457724	572855	208102	367265
Q9UBQ0	Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	157026	141451		188415	157561				115235		147508	139108			129802	141654	146622	115290
Q9UBQ6	Q9UBQ6	EXTL2_HUMAN	EXTL2	Exostosin-like 2			407337	316494	1.35686e+06	665093			320775	427333	1.29073e+06	1.10264e+06			610751	670535	1.2032e+06	824805
Q9UBR2	Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	1.87842e+06	749495	2.02555e+06	2.06344e+06	3.96778e+06	2.93636e+06	2.33949e+06	1.67393e+06	1.76665e+06	2.24425e+06	4.23389e+06	3.42147e+06	2.69585e+06	1.57875e+06	2.56937e+06	1.6882e+06	4.97387e+06	2.59846e+06
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1.09106e+06	834960	3.59091e+06	2.59616e+06	6.08884e+06	3.84929e+06	1.42814e+06	1.64974e+06	2.48468e+06	2.60268e+06	5.20964e+06	3.93739e+06	1.2092e+06	3.96018e+06	3.73717e+06	3.52882e+06	5.02596e+06	3.40099e+06
Q9UBW8	Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	369705	615097	80546.1	614713	677327	406433		437777	793147	522530	540541	594084			643549	698574	502865	466287
Q9UDY2	Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	244593	268763	213920	398367	347321	312905		179868	426936	284469	338830	371962			465194	277495	342447	423088
Q9UEF7	Q9UEF7	KLOT_HUMAN	KL	Klotho	751594	716727	879493	648847			391366	1.06921e+06	386237	738271			280718	1.4674e+06	334669			
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin	1.83048e+06	257031	256236		262829	244063			320508	760700	265508	210503		1.51987e+06	254436	271514	172517	290823
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	143281	96105.9		234218	176638	167317	204148	191953	230384		163317	186002			236521	215811	162469	215467
Q9UHB6	Q9UHB6;Q9BT23	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	308989	253477	293695	626241	371975	447586	412958	272639	410562	402159	247011	341040		150696	372999	377313	301563	449453
Q9UHC1	Q9UHC1	MLH3_HUMAN	MLH3	DNA mismatch repair protein Mlh3	204633	267250	142309	457880	96769.2	280139	180344	334247	104213	272757	70666.1	96348.6		108092	122748	246939	87877	89251.4
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	651618	723459	693550	560095	781276	678645	880536	541461	734635	628049	720942	683224		426053	788486	754961	650949	634625
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	598910	541063	667239	815527	549835	249907	904140	467647	745403	726465	429621	496695	1.09096e+06	1.01647e+06	987830	785757	469504	589500
Q9UHI8	Q9UHI8	ATS1_HUMAN	ADAMTS1	A disintegrin and metalloproteinase with thrombospondin motifs 1	1.67626e+06	2.14323e+06	1.15528e+07	9.50321e+06	1.36826e+07	1.54589e+07	3.51968e+06	3.8197e+06	8.48562e+06	9.35939e+06	7.80643e+06	7.09622e+06	1.2944e+06	7.17691e+06	8.50067e+06	9.13306e+06	7.77067e+06	1.19108e+07
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	259732	199394	94852.7	51766.4	187414				145843		217779	207095			186119	180239	267077	145523
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60		157233	91561.6	27087.2	150107	180798			186245		148292	133643			117651	260884	117190	82343.5
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein		79011.7	249851		205116	213475			252258	338392	274367	249123			345684	159740	257220	253172
Q9UHY7	Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	160401	408959	241819	296299	516253	174924		236711	292328	479227	427786	384032		178007	639959	415162	401682	343865
Q9UI32	Q9UI32	GLSL_HUMAN	GLS2	Glutaminase liver isoform, mitochondrial	234789	317898	419675	254196	165598	161924		200253	353327		173502	258294		315233	272682	437638	216416	287685
Q9UJH8	Q9UJH8	METRN_HUMAN	METRN	Meteorin	209175	117109		90949.2	32266.9	256311	75055.4	404958	208573	32705.3	17454.7	27476.7		308300	154400	146832	22585.5	85210.7
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	217874	280641		160783	86174.4				141394	85121	177497	164098	1.14079e+06		207344	440069	154698	110377
Q9UK55	Q9UK55	ZPI_HUMAN	SERPINA10	Protein Z-dependent protease inhibitor	446625	496562	1.11644e+06	329952	277917	511889		1.40316e+06	537807	260504	206485	154283		377090	519014	228798	117736	309876
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1		126301			158928	459997		351177	311567		195284	230155			211244	507129	149729	379753
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	550454	619053	685112	566829	510815	496755		315211	736144	561043	428156	468318		180821	376279	620700	465267	436075
Q9UKM7	Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase			471358	698276	939476	1.04849e+06			425101	643601	1.10786e+06	987678			662207	489587	1.03899e+06	985922
Q9UKU6	Q9UKU6	TRHDE_HUMAN	TRHDE	Thyrotropin-releasing hormone-degrading ectoenzyme			124648	186794	432734	309660			203839		493381	493269			359543	211654	443999	384089
